tca	ncbi	ko	tcapathway	tcapathname
663701	XP_974829	K14765		
663702	XP_974830			
663703	XP_008195843	K01934	tca00670	One carbon pool by folate - Tribolium castaneum (red flour beetle)
663703	XP_008195843	K01934	tca01100	
663703	XP_008195843	K01934	tca04981	Folate transport and metabolism - Tribolium castaneum (red flour beetle)
663704	XP_015836662			
663705	XP_974833	K23205		
663706	XP_976462			
663707	XP_974834	K24634		
663708	XP_974835	K13956		
663709	NP_001099012			
663710	XP_974837	K04571	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663711	XP_974838	K00273	tca00260	Glycine, serine and threonine metabolism - Tribolium castaneum (red flour beetle)
663711	XP_974838	K00273	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
663711	XP_974838	K00273	tca00470	D-Amino acid metabolism - Tribolium castaneum (red flour beetle)
663711	XP_974838	K00273	tca01100	
663711	XP_974838	K00273	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
663713	XP_008192662	K21877		
663714	XP_008193757			
663715	XP_015836068			
663717	XP_008195217	K16732		
663718	XP_974845	K23295		
663719	XP_974846			
663720	XP_015839057			
663721	XP_008201402	K06774		
663722	XP_974850	K00764	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
663722	XP_974850	K00764	tca00250	Alanine, aspartate and glutamate metabolism - Tribolium castaneum (red flour beetle)
663722	XP_974850	K00764	tca01100	
663723	NP_001280536			
663724	XP_974852			
663725	XP_974853			
663726	XP_974854	K20368		
663727	XP_008193890	K13091		
663728	XP_974856	K21751		
663729	XP_008195840	K04978		
663730	XP_008195219	K01265		
663731	XP_974859	K03062	tca03050	Proteasome - Tribolium castaneum (red flour beetle)
663732	XP_974860	K01681	tca00020	Citrate cycle (TCA cycle) - Tribolium castaneum (red flour beetle)
663732	XP_974860	K01681	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
663732	XP_974860	K01681	tca01100	
663732	XP_974860	K01681	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663732	XP_974860	K01681	tca01210	2-Oxocarboxylic acid metabolism - Tribolium castaneum (red flour beetle)
663732	XP_974860	K01681	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
663734	XP_008198113			
663735	XP_008198309	K11862		
663736	XP_008201405	K06774		
663737	XP_008201166	K25163		
663738	XP_015840904			
663739	XP_008190963	K12604	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
663740	XP_008191709	K06267	tca04512	ECM-receptor interaction - Tribolium castaneum (red flour beetle)
663741	XP_008192668	K20051		
663742	XP_974870	K10645		
663743	XP_974871	K12615	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
663744	XP_974872			
663745	XP_008195221	K11644	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
663746	XP_015838449			
663747	XP_974875	K14766		
663748	XP_008201409	K06774		
663749	XP_008201165	K22290		
663750	XP_008201660			
663751	XP_974879	K15979		
663752	XP_008191710			
663753	XP_008192139	K09216		
663754	NP_001103251	K05181	tca04080	Neuroactive ligand-receptor interaction - Tribolium castaneum (red flour beetle)
663755	XP_974883	K02876	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
663757	XP_974885	K18173		
663759	XP_015837000	K07377		
663760	XP_974888	K10660	tca04137	Mitophagy - animal - Tribolium castaneum (red flour beetle)
663761	XP_008201408	K06774		
663762	XP_974890			
663763	XP_974891	K09537		
663764	XP_008191715	K16751		
663765	XP_008192145	K01950	tca00760	Nicotinate and nicotinamide metabolism - Tribolium castaneum (red flour beetle)
663765	XP_008192145	K01950	tca01100	
663765	XP_008192145	K01950	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
663766	NP_001103425	K05175	tca04080	Neuroactive ligand-receptor interaction - Tribolium castaneum (red flour beetle)
663767	XP_974895	K10761		
663768	XP_008195850	K18723	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
663768	XP_008195850	K18723	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
663769	XP_008195222	K22936		
663770	XP_015837019			
663771	XP_974899	K10712	tca00430	Taurine and hypotaurine metabolism - Tribolium castaneum (red flour beetle)
663771	XP_974899	K10712	tca01100	
663773	XP_008201661			
663774	XP_008190967	K22856		
663775	XP_015834326	K23437		
663776	XP_008192670	K11429	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
663776	XP_008192670	K11429	tca01100	
663777	XP_974905	K02146	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
663777	XP_974905	K02146	tca01100	
663777	XP_974905	K02146	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
663777	XP_974905	K02146	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
663779	XP_974907	K24166		
663780	XP_008195223	K08271	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663781	XP_008197488	K22074		
663782	XP_008198164			
663783	XP_015840804	K05313		
663784	XP_974912	K27817		
663785	XP_008191712	K05694		
663787	XP_008192672	K13807	tca04745	Phototransduction - fly - Tribolium castaneum (red flour beetle)
663788	XP_001816010	K08601	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
663789	XP_008194375	K18080		
663790	XP_974918	K25636		
663791	XP_974919	K14689		
663792	XP_008196838	K17823		
663793	XP_974921			
663794	XP_974922	K27893		
663795	XP_008201022			
663796	XP_974924	K14848		
663797	XP_974925			
663798	NP_001161257	K00710	tca00512	Mucin type O-glycan biosynthesis - Tribolium castaneum (red flour beetle)
663798	NP_001161257	K00710	tca00514	Other types of O-glycan biosynthesis - Tribolium castaneum (red flour beetle)
663798	NP_001161257	K00710	tca01100	
663799	XP_974927	K08496	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
663800	XP_974928	K02939	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
663801	XP_974929	K09321		
663803	XP_974931	K18644	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
663804	XP_008198312	K25167		
663805	XP_015840809	K05313		
663806	XP_008190970	K10858	tca03430	Mismatch repair - Tribolium castaneum (red flour beetle)
663806	XP_008190970	K10858	tca03460	Fanconi anemia pathway - Tribolium castaneum (red flour beetle)
663807	XP_974935	K10770		
663809	XP_974937	K17757		
663810	XP_974938			
663811	XP_008195851	K10591	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663811	XP_008195851	K10591	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
663812	XP_974940	K13119		
663814	XP_974942	K03263		
663815	XP_008197491	K00134	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
663815	XP_008197491	K00134	tca01100	
663815	XP_008197491	K00134	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663815	XP_008197491	K00134	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
663816	XP_974944	K06201		
663817	XP_974945	K27893		
663818	XP_976463			
663820	XP_008194388	K27896		
663821	XP_974948	K02895	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
663822	XP_008196416	K23624		
663823	XP_008195224	K23146	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
663823	XP_008195224	K23146	tca00410	beta-Alanine metabolism - Tribolium castaneum (red flour beetle)
663823	XP_008195224	K23146	tca00640	Propanoate metabolism - Tribolium castaneum (red flour beetle)
663823	XP_008195224	K23146	tca01100	
663823	XP_008195224	K23146	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663824	XP_008197497	K11838	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
663824	XP_008197497	K11838	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
663826	XP_974953	K25554		
663827	XP_015840900			
663829	XP_015833321			
663831	XP_008194392	K04863		
663832	XP_974959	K01379	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
663832	XP_974959	K01379	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
663833	XP_008196417	K01539	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
663834	XP_974961	K24420		
663835	XP_008196842	K21776		
663836	XP_008197492	K04440	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04137	Mitophagy - animal - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04214	Apoptosis - fly - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04215	Apoptosis - multiple species - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
663836	XP_008197492	K04440	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
663837	XP_974964	K24780		
663838	XP_008201411			
663839	XP_008201171			
663840	XP_974966			
663842	XP_974968	K18449		
663843	XP_015838152	K12178		
663844	XP_974970	K18756		
663845	XP_008201413	K24068	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
663846	XP_008201174			
663847	XP_015840709			
663848	XP_974974	K15170		
663850	XP_974976	K23901		
663851	XP_015835837	K17623		
663852	XP_008194398	K23994		
663853	XP_976465			
663854	XP_008196426	K16578		
663856	XP_974981	K17550		
663857	XP_974982	K23960		
663858	XP_008198314	K15607		
663859	XP_015840521	K14328	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
663859	XP_015840521	K14328	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
663860	XP_015840743	K04380		
663861	XP_008201636	K05336		
663863	XP_008192676	K24098		
663864	XP_974988	K03946	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
663864	XP_974988	K03946	tca01100	
663865	XP_015835928	K07378		
663866	XP_015837334	K24429		
663867	XP_974991	K02736	tca03050	Proteasome - Tribolium castaneum (red flour beetle)
663868	XP_015836659	K27917		
663869	XP_974993			
663870	XP_008197501	K01110	tca00562	Inositol phosphate metabolism - Tribolium castaneum (red flour beetle)
663870	XP_008197501	K01110	tca01100	
663870	XP_008197501	K01110	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
663870	XP_008197501	K01110	tca04070	Phosphatidylinositol signaling system - Tribolium castaneum (red flour beetle)
663870	XP_008197501	K01110	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
663870	XP_008197501	K01110	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663871	XP_008201459	K03102	tca04320	Dorso-ventral axis formation - Tribolium castaneum (red flour beetle)
663872	XP_008201415	K00604	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
663872	XP_008201415	K00604	tca01100	
663873	XP_974996	K13111		
663876	XP_974999	K15361	tca03460	Fanconi anemia pathway - Tribolium castaneum (red flour beetle)
663877	XP_975000	K20526		
663878	XP_015835806	K16330	tca00240	Pyrimidine metabolism - Tribolium castaneum (red flour beetle)
663878	XP_015835806	K16330	tca01100	
663880	XP_975003	K18201	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
663880	XP_975003	K18201	tca01100	
663881	XP_008196431			
663882	XP_008196844	K24736		
663883	XP_975006	K09353		
663884	XP_008201416	K00006	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00071	Fatty acid degradation - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00380	Tryptophan metabolism - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00650	Butanoate metabolism - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca00900	Terpenoid backbone biosynthesis - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca01100	
663885	XP_015840652	K00626	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
663885	XP_015840652	K00626	tca01212	Fatty acid metabolism - Tribolium castaneum (red flour beetle)
663888	XP_008194403	K14003	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
663889	XP_975012	K18201	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
663889	XP_975012	K18201	tca01100	
663890	XP_008195229			
663891	XP_975014	K12872	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
663892	XP_975015	K09995		
663893	XP_008201464	K12046	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663893	XP_008201464	K12046	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
663894	XP_975016	K02151	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
663894	XP_975016	K02151	tca01100	
663894	XP_975016	K02151	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
663894	XP_975016	K02151	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663895	XP_975017	K03211	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
663895	XP_975017	K03211	tca04320	Dorso-ventral axis formation - Tribolium castaneum (red flour beetle)
663896	XP_015834463	K10414	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
663896	XP_015834463	K10414	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
663897	XP_008192683			
663899	XP_015836014	K04381		
663900	XP_975022	K14399	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
663901	XP_008196432			
663902	XP_975024	K22530		
663903	XP_975025	K13780	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
663904	XP_008201179	K03661	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
663904	XP_008201179	K03661	tca01100	
663904	XP_008201179	K03661	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
663904	XP_008201179	K03661	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
663905	NP_001280519	K16060	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
663905	NP_001280519	K16060	tca04215	Apoptosis - multiple species - Tribolium castaneum (red flour beetle)
663905	NP_001280519	K16060	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
663906	XP_975028	K03111	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
663906	XP_975028	K03111	tca03430	Mismatch repair - Tribolium castaneum (red flour beetle)
663906	XP_975028	K03111	tca03440	Homologous recombination - Tribolium castaneum (red flour beetle)
663907	XP_008192146	K10803	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
663908	XP_015835818			
663909	XP_975031	K12184	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
663910	XP_008195233	K08632		
663911	XP_975033			
663912	XP_975034			
663913	XP_975035	K17623		
663915	XP_008190976			
663916	XP_975038	K11136		
663918	XP_975040			
663920	XP_975041	K11662	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
663921	XP_975042	K22817		
663922	XP_015836661			
663923	XP_008196847	K14325	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
663923	XP_008196847	K14325	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
663924	XP_008197505			
663925	XP_015838981			
663927	XP_975048	K00799	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
663927	XP_975048	K00799	tca00980	Metabolism of xenobiotics by cytochrome P450 - Tribolium castaneum (red flour beetle)
